taz,parkingType,pricingModel,chargingType,numStalls,feeInCents,ReservedFor
101013,Residential,Block,NoCharger,155,0.0,Any
100995,Residential,Block,NoCharger,317,0.0,Any
910953,Public,Block,NoCharger,1000000,0.0,Any
910953,Residential,Block,NoCharger,899,0.0,Any
910953,Workplace,Block,NoCharger,1000000,0.0,Any
100992,Public,Block,NoCharger,74,0.0,Any
100992,Public,Block,NoCharger,44,0.0,Any
100992,Public,Block,NoCharger,14,0.0,Any
100992,Residential,Block,NoCharger,498,0.0,Any
910972,Public,Block,NoCharger,1000000,0.0,Any
910972,Workplace,Block,NoCharger,1000000,0.0,Any
101016,Residential,Block,NoCharger,302,0.0,Any
100701,Residential,Block,NoCharger,425,0.0,Any
100666,Residential,Block,NoCharger,72,0.0,Any
101175,Residential,Block,NoCharger,230,0.0,Any
100733,Residential,Block,NoCharger,315,0.0,Any
101165,Residential,Block,NoCharger,358,0.0,Any
100673,Residential,Block,NoCharger,963,0.0,Any
101211,Public,Block,NoCharger,88,0.0,Any
101211,Public,Block,NoCharger,44,0.0,Any
101211,Residential,Block,NoCharger,390,0.0,Any
101211,Workplace,Block,NoCharger,14,0.0,Any
101216,Public,Block,NoCharger,1,0.0,Any
101216,Public,Block,NoCharger,19,0.0,Any
101216,Residential,Block,NoCharger,352,0.0,Any
101125,Public,Block,NoCharger,5,0.0,Any
101125,Residential,Block,NoCharger,359,0.0,Any
100681,Residential,Block,NoCharger,288,0.0,Any
101122,Residential,Block,NoCharger,466,0.0,Any
100704,Residential,Block,NoCharger,337,0.0,Any
101145,Residential,Block,NoCharger,409,0.0,Any
910973,Public,Block,NoCharger,1000000,0.0,Any
910973,Residential,Block,NoCharger,2089,0.0,Any
910973,Workplace,Block,NoCharger,1000000,0.0,Any
100698,Residential,Block,NoCharger,241,0.0,Any
101126,Residential,Block,NoCharger,456,0.0,Any
100677,Public,Block,NoCharger,53,0.0,Any
100677,Residential,Block,NoCharger,378,0.0,Any
100677,Workplace,Block,NoCharger,10,0.0,Any
910912,Public,Block,NoCharger,1000000,0.0,Any
910912,Residential,Block,NoCharger,1635,0.0,Any
910912,Workplace,Block,NoCharger,1000000,0.0,Any
100824,Residential,Block,NoCharger,887,0.0,Any
100838,Public,Block,NoCharger,19,0.0,Any
100838,Residential,Block,NoCharger,509,0.0,Any
101155,Residential,Block,NoCharger,313,0.0,Any
100833,Residential,Block,NoCharger,521,0.0,Any
100696,Residential,Block,NoCharger,342,0.0,Any
101156,Residential,Block,NoCharger,276,0.0,Any
100699,Residential,Block,NoCharger,368,0.0,Any
101154,Residential,Block,NoCharger,294,0.0,Any
101144,Residential,Block,NoCharger,416,0.0,Any
101144,Workplace,Block,NoCharger,23,0.0,Any
101127,Public,Block,NoCharger,6,0.0,Any
101127,Residential,Block,NoCharger,625,0.0,Any
101174,Residential,Block,NoCharger,236,0.0,Any
100674,Residential,Block,NoCharger,146,0.0,Any
100667,Residential,Block,NoCharger,425,0.0,Any
100744,Public,Block,NoCharger,229,68.0,Any
100744,Public,Block,NoCharger,380,0.0,Any
100744,Public,Block,NoCharger,20,0.0,Any
100744,Residential,Block,NoCharger,501,0.0,Any
100744,Workplace,Block,NoCharger,25,0.0,Any
100672,Residential,Block,NoCharger,684,0.0,Any
101164,Residential,Block,NoCharger,340,0.0,Any
100832,Public,Block,NoCharger,34,0.0,Any
100832,Public,Block,NoCharger,24,0.0,Any
100832,Residential,Block,NoCharger,273,0.0,Any
100832,Workplace,Block,NoCharger,540,0.0,Any
100837,Public,Block,NoCharger,53,0.0,Any
100837,Residential,Block,NoCharger,269,0.0,Any
100837,Workplace,Block,NoCharger,136,0.0,Any
101163,Residential,Block,NoCharger,340,0.0,Any
407245,Public,Block,NoCharger,1000000,0.0,Any
407245,Residential,Block,NoCharger,66,0.0,Any
407245,Workplace,Block,NoCharger,1000000,0.0,Any
100834,Residential,Block,NoCharger,256,0.0,Any
100834,Workplace,Block,NoCharger,10,0.0,Any
910971,Public,Block,NoCharger,1000000,0.0,Any
910971,Residential,Block,NoCharger,960,0.0,Any
910971,Workplace,Block,NoCharger,1000000,0.0,Any
100695,Public,Block,NoCharger,62,61.0,Any
100695,Public,Block,NoCharger,53,0.0,Any
100695,Residential,Block,NoCharger,302,0.0,Any
100732,Residential,Block,NoCharger,619,0.0,Any
100743,Public,Block,NoCharger,156,68.0,Any
100743,Residential,Block,NoCharger,230,0.0,Any
100823,Public,Block,NoCharger,163,0.0,Any
100823,Public,Block,NoCharger,90,0.0,Any
100823,Residential,Block,NoCharger,935,0.0,Any
100823,Workplace,Block,NoCharger,150,0.0,Any
101121,Residential,Block,NoCharger,500,0.0,Any
910991,Public,Block,NoCharger,1000000,0.0,Any
910991,Residential,Block,NoCharger,93,0.0,Any
910991,Workplace,Block,NoCharger,1000000,0.0,Any
100812,Public,Block,NoCharger,104,0.0,Any
100812,Public,Block,NoCharger,150,0.0,Any
100812,Public,Block,NoCharger,69,0.0,Any
100812,Residential,Block,NoCharger,181,0.0,Any
100812,Workplace,Block,NoCharger,322,0.0,Any
101173,Public,Block,NoCharger,4,0.0,Any
101173,Residential,Block,NoCharger,408,0.0,Any
100707,Public,Block,NoCharger,24,0.0,Any
100707,Public,Block,NoCharger,38,0.0,Any
100707,Residential,Block,NoCharger,569,0.0,Any
100705,Public,Block,NoCharger,30,0.0,Any
100705,Public,Block,NoCharger,29,0.0,Any
100705,Residential,Block,NoCharger,229,0.0,Any
101203,Residential,Block,NoCharger,429,0.0,Any
100713,Residential,Block,NoCharger,363,0.0,Any
407243,Public,Block,NoCharger,1000000,0.0,Any
407243,Residential,Block,NoCharger,58,0.0,Any
407243,Workplace,Block,NoCharger,1000000,0.0,Any
101124,Public,Block,NoCharger,3,0.0,Any
101124,Residential,Block,NoCharger,454,0.0,Any
101114,Residential,Block,NoCharger,497,0.0,Any
101113,Residential,Block,NoCharger,550,0.0,Any
101113,Workplace,Block,NoCharger,10,0.0,Any
910974,Public,Block,NoCharger,1000000,0.0,Any
910974,Residential,Block,NoCharger,688,0.0,Any
910974,Workplace,Block,NoCharger,1000000,0.0,Any
100686,Residential,Block,NoCharger,419,0.0,Any
100845,Residential,Block,NoCharger,245,0.0,Any
100684,Public,Block,NoCharger,22,0.0,Any
100684,Residential,Block,NoCharger,431,0.0,Any
407354,Public,Block,NoCharger,1000000,0.0,Any
407354,Residential,Block,NoCharger,518,0.0,Any
407354,Workplace,Block,NoCharger,1000000,0.0,Any
100842,Residential,Block,NoCharger,210,0.0,Any
101191,Public,Block,NoCharger,37,0.0,Any
101191,Residential,Block,NoCharger,655,0.0,Any
101191,Workplace,Block,NoCharger,107,0.0,Any
101123,Residential,Block,NoCharger,416,0.0,Any
101177,Public,Block,NoCharger,4,0.0,Any
101177,Residential,Block,NoCharger,116,0.0,Any
407242,Public,Block,NoCharger,1000000,0.0,Any
407242,Residential,Block,NoCharger,189,0.0,Any
407242,Workplace,Block,NoCharger,1000000,0.0,Any
100702,Public,Block,NoCharger,33,0.0,Any
100702,Residential,Block,NoCharger,196,0.0,Any
101167,Residential,Block,NoCharger,569,0.0,Any
101167,Workplace,Block,NoCharger,132,0.0,Any
100955,Public,Block,NoCharger,1000000,0.0,Any
100955,Workplace,Block,NoCharger,1000000,0.0,Any
100712,Residential,Block,NoCharger,233,0.0,Any
100944,Public,Block,NoCharger,12,0.0,Any
100944,Public,Block,NoCharger,750,0.0,Any
100944,Residential,Block,NoCharger,22,0.0,Any
100944,Workplace,Block,NoCharger,1453,0.0,Any
100846,Residential,Block,NoCharger,261,0.0,Any
100682,Public,Block,NoCharger,18,0.0,Any
100682,Residential,Block,NoCharger,443,0.0,Any
100682,Workplace,Block,NoCharger,12,0.0,Any
101111,Residential,Block,NoCharger,323,0.0,Any
100941,Public,Block,NoCharger,14,0.0,Any
100941,Public,Block,NoCharger,17,0.0,Any
100941,Residential,Block,NoCharger,15,0.0,Any
100941,Workplace,Block,NoCharger,66,0.0,Any
100847,Public,Block,NoCharger,124,0.0,Any
100847,Public,Block,NoCharger,66,0.0,Any
100847,Residential,Block,NoCharger,432,0.0,Any
101202,Public,Block,NoCharger,19,0.0,Any
101202,Residential,Block,NoCharger,467,0.0,Any
100703,Public,Block,NoCharger,81,0.0,Any
100703,Public,Block,NoCharger,37,0.0,Any
100703,Residential,Block,NoCharger,314,0.0,Any
100679,Public,Block,NoCharger,206,0.0,Any
100679,Public,Block,NoCharger,53,0.0,Any
100679,Residential,Block,NoCharger,431,0.0,Any
100679,Workplace,Block,NoCharger,624,0.0,Any
407232,Public,Block,NoCharger,1000000,0.0,Any
407232,Workplace,Block,NoCharger,1000000,0.0,Any
101215,Public,Block,NoCharger,1,0.0,Any
101215,Residential,Block,NoCharger,705,0.0,Any
100678,Public,Block,NoCharger,49,0.0,Any
100678,Residential,Block,NoCharger,174,0.0,Any
101176,Residential,Block,NoCharger,226,0.0,Any
101176,Workplace,Block,NoCharger,8,0.0,Any
100711,Public,Block,NoCharger,8,102.04769,Any
100711,Residential,Block,NoCharger,245,0.0,Any
100711,Workplace,Block,NoCharger,14,0.0,Any
101166,Residential,Block,NoCharger,331,0.0,Any
100724,Public,Block,NoCharger,227,94.95461,Any
100724,Public,Block,NoCharger,52,0.0,Any
100724,Residential,Block,NoCharger,340,0.0,Any
100724,Workplace,Block,NoCharger,38,0.0,Any
100683,Residential,Block,NoCharger,256,0.0,Any
100721,Public,Block,NoCharger,149,94.95461,Any
100721,Public,Block,NoCharger,19,0.0,Any
100721,Public,Block,NoCharger,20,0.0,Any
100721,Residential,Block,NoCharger,315,0.0,Any
100721,Workplace,Block,NoCharger,135,0.0,Any
101201,Public,Block,NoCharger,117,0.0,Any
101201,Public,Block,NoCharger,80,0.0,Any
101201,Residential,Block,NoCharger,434,0.0,Any
100844,Public,Block,NoCharger,76,0.0,Any
100844,Public,Block,NoCharger,48,0.0,Any
100844,Residential,Block,NoCharger,262,0.0,Any
100841,Public,Block,NoCharger,1657,0.0,Any
100841,Public,Block,NoCharger,28,0.0,Any
100841,Residential,Block,NoCharger,303,0.0,Any
100843,Public,Block,NoCharger,48,0.0,Any
100843,Residential,Block,NoCharger,208,0.0,Any
100942,Public,Block,NoCharger,150,0.0,Any
100942,Public,Block,NoCharger,88,0.0,Any
100942,Residential,Block,NoCharger,19,0.0,Any
100942,Workplace,Block,NoCharger,257,0.0,Any
101206,Residential,Block,NoCharger,423,0.0,Any
100861,Residential,Block,NoCharger,312,0.0,Any
100956,Public,Block,NoCharger,451,0.0,Any
100956,Residential,Block,NoCharger,13,0.0,Any
100956,Workplace,Block,NoCharger,280,0.0,Any
100872,Public,Block,NoCharger,2,0.0,Any
100872,Residential,Block,NoCharger,362,0.0,Any
100893,Public,Block,NoCharger,156,0.0,Any
100893,Residential,Block,NoCharger,993,0.0,Any
100893,Workplace,Block,NoCharger,275,0.0,Any
100856,Residential,Block,NoCharger,305,0.0,Any
101116,Public,Block,NoCharger,80,0.0,Any
101116,Public,Block,NoCharger,86,0.0,Any
101116,Residential,Block,NoCharger,186,0.0,Any
100874,Public,Block,NoCharger,7,0.0,Any
100874,Residential,Block,NoCharger,312,0.0,Any
407234,Public,Block,NoCharger,1000000,0.0,Any
407234,Workplace,Block,NoCharger,1000000,0.0,Any
100859,Residential,Block,NoCharger,447,0.0,Any
101119,Residential,Block,NoCharger,291,0.0,Any
101118,Public,Block,NoCharger,89,0.0,Any
101118,Public,Block,NoCharger,32,0.0,Any
101118,Residential,Block,NoCharger,342,0.0,Any
407233,Public,Block,NoCharger,1000000,0.0,Any
407233,Workplace,Block,NoCharger,1000000,0.0,Any
101112,Residential,Block,NoCharger,149,0.0,Any
100875,Residential,Block,NoCharger,364,0.0,Any
100871,Residential,Block,NoCharger,276,0.0,Any
407231,Public,Block,NoCharger,1000000,0.0,Any
407231,Workplace,Block,NoCharger,1000000,0.0,Any
101205,Residential,Block,NoCharger,448,0.0,Any
101115,Residential,Block,NoCharger,205,0.0,Any
100855,Residential,Block,NoCharger,300,0.0,Any
101117,Public,Block,NoCharger,32,0.0,Any
101117,Public,Block,NoCharger,50,0.0,Any
101117,Residential,Block,NoCharger,315,0.0,Any
100881,Residential,Block,NoCharger,663,0.0,Any
100943,Public,Block,NoCharger,211,0.0,Any
100943,Residential,Block,NoCharger,18,0.0,Any
100882,Residential,Block,NoCharger,792,0.0,Any
100851,Public,Block,NoCharger,3,0.0,Any
100851,Residential,Block,NoCharger,245,0.0,Any
101181,Residential,Block,NoCharger,400,0.0,Any
101185,Residential,Block,NoCharger,1075,0.0,Any
100864,Public,Block,NoCharger,190,0.0,Any
100864,Public,Block,NoCharger,214,0.0,Any
100864,Public,Block,NoCharger,35,0.0,Any
100864,Residential,Block,NoCharger,548,0.0,Any
100864,Workplace,Block,NoCharger,215,0.0,Any
100854,Public,Block,NoCharger,110,0.0,Any
100854,Public,Block,NoCharger,48,0.0,Any
100854,Residential,Block,NoCharger,350,0.0,Any
101214,Residential,Block,NoCharger,512,0.0,Any
100706,Residential,Block,NoCharger,330,0.0,Any
100714,Public,Block,NoCharger,1,102.04769,Any
100714,Residential,Block,NoCharger,241,0.0,Any
101212,Residential,Block,NoCharger,370,0.0,Any
407063,Public,Block,NoCharger,1000000,0.0,Any
407063,Residential,Block,NoCharger,78,0.0,Any
407063,Workplace,Block,NoCharger,1000000,0.0,Any
100723,Public,Block,NoCharger,123,94.95461,Any
100723,Residential,Block,NoCharger,172,0.0,Any
100722,Public,Block,NoCharger,85,94.95461,Any
100722,Public,Block,NoCharger,11,0.0,Any
100722,Residential,Block,NoCharger,174,0.0,Any
100848,Public,Block,NoCharger,10,0.0,Any
100848,Public,Block,NoCharger,13,0.0,Any
100848,Residential,Block,NoCharger,195,0.0,Any
100685,Residential,Block,NoCharger,151,0.0,Any
101196,Residential,Block,NoCharger,326,0.0,Any
100852,Public,Block,NoCharger,6,0.0,Any
100852,Residential,Block,NoCharger,654,0.0,Any
101204,Residential,Block,NoCharger,447,0.0,Any
100931,Public,Block,NoCharger,39,0.0,Any
100931,Residential,Block,NoCharger,674,0.0,Any
100931,Workplace,Block,NoCharger,75,0.0,Any
100901,Public,Block,NoCharger,261,0.0,Any
100901,Residential,Block,NoCharger,594,0.0,Any
100934,Public,Block,NoCharger,87,0.0,Any
100934,Residential,Block,NoCharger,837,0.0,Any
100934,Workplace,Block,NoCharger,44,0.0,Any
100952,Public,Block,NoCharger,26,0.0,Any
100952,Residential,Block,NoCharger,921,0.0,Any
100902,Public,Block,NoCharger,11,0.0,Any
100902,Residential,Block,NoCharger,264,0.0,Any
100853,Residential,Block,NoCharger,73,0.0,Any
101222,Residential,Block,NoCharger,298,0.0,Any
101195,Residential,Block,NoCharger,311,0.0,Any
407066,Public,Block,NoCharger,1000000,0.0,Any
407066,Residential,Block,NoCharger,51,0.0,Any
407066,Workplace,Block,NoCharger,1000000,0.0,Any
101104,Public,Block,NoCharger,185,0.0,Any
101104,Public,Block,NoCharger,19,0.0,Any
101104,Public,Block,NoCharger,42,0.0,Any
101104,Residential,Block,NoCharger,607,0.0,Any
101104,Workplace,Block,NoCharger,8,0.0,Any
101193,Public,Block,NoCharger,11,0.0,Any
101193,Residential,Block,NoCharger,370,0.0,Any
101193,Workplace,Block,NoCharger,30,0.0,Any
101102,Residential,Block,NoCharger,341,0.0,Any
100895,Residential,Block,NoCharger,392,0.0,Any
101226,Residential,Block,NoCharger,279,0.0,Any
100951,Public,Block,NoCharger,105,0.0,Any
100951,Residential,Block,NoCharger,603,0.0,Any
100951,Workplace,Block,NoCharger,90,0.0,Any
100906,Residential,Block,NoCharger,380,0.0,Any
407061,Public,Block,NoCharger,1000000,0.0,Any
407061,Workplace,Block,NoCharger,1000000,0.0,Any
100891,Residential,Block,NoCharger,481,0.0,Any
101221,Public,Block,NoCharger,30,0.0,Any
101221,Residential,Block,NoCharger,317,0.0,Any
407065,Public,Block,NoCharger,1000000,0.0,Any
407065,Residential,Block,NoCharger,49,0.0,Any
407065,Workplace,Block,NoCharger,1000000,0.0,Any
101091,Residential,Block,NoCharger,1446,0.0,Any
100894,Residential,Block,NoCharger,367,0.0,Any
100311,Residential,Block,NoCharger,2102,0.0,Any
101227,Public,Block,NoCharger,1,0.0,Any
101227,Public,Block,NoCharger,10,0.0,Any
101227,Residential,Block,NoCharger,311,0.0,Any
100483,Residential,Block,NoCharger,450,0.0,Any
100858,Residential,Block,NoCharger,248,0.0,Any
100605,Public,Block,NoCharger,80,202.2475,Any
100605,Public,Block,NoCharger,48,130.76346,Any
100605,Public,Block,NoCharger,245,0.0,Any
100605,Residential,Block,NoCharger,400,0.0,Any
100857,Residential,Block,NoCharger,131,0.0,Any
100953,Public,Block,NoCharger,15,0.0,Any
100953,Public,Block,NoCharger,184,0.0,Any
100953,Residential,Block,NoCharger,416,0.0,Any
100463,Residential,Block,NoCharger,393,0.0,Any
100463,Workplace,Block,NoCharger,16,0.0,Any
100132,Public,Block,NoCharger,203,225.01944,Any
100132,Public,Block,NoCharger,980,82.00709,Any
100132,Public,Block,NoCharger,198,0.0,Any
100132,Residential,Block,NoCharger,222,0.0,Any
100132,Workplace,Block,NoCharger,64,0.0,Any
100862,Residential,Block,NoCharger,200,0.0,Any
100417,Residential,Block,NoCharger,118,0.0,Any
101192,Public,Block,NoCharger,21,0.0,Any
101192,Residential,Block,NoCharger,363,0.0,Any
100502,Public,Block,NoCharger,14,0.0,Any
100502,Residential,Block,NoCharger,402,0.0,Any
100873,Public,Block,NoCharger,23,0.0,Any
100873,Residential,Block,NoCharger,386,0.0,Any
100482,Public,Block,NoCharger,8,0.0,Any
100482,Residential,Block,NoCharger,375,0.0,Any
101207,Public,Block,NoCharger,11,0.0,Any
101207,Public,Block,NoCharger,21,0.0,Any
101207,Residential,Block,NoCharger,439,0.0,Any
100442,Residential,Block,NoCharger,391,0.0,Any
101213,Public,Block,NoCharger,202,0.0,Any
101213,Public,Block,NoCharger,15,0.0,Any
101213,Residential,Block,NoCharger,385,0.0,Any
100551,Residential,Block,NoCharger,342,0.0,Any
100602,Residential,Block,NoCharger,327,0.0,Any
100123,Public,Block,NoCharger,50,0.0,Any
100123,Residential,Block,NoCharger,147,0.0,Any
101184,Residential,Block,NoCharger,119,0.0,Any
101105,Public,Block,NoCharger,19,0.0,Any
101105,Public,Block,NoCharger,39,0.0,Any
101105,Residential,Block,NoCharger,470,0.0,Any
910990,Public,Block,NoCharger,1000000,0.0,Any
910990,Residential,Block,NoCharger,183,0.0,Any
910990,Workplace,Block,NoCharger,1000000,0.0,Any
101101,Public,Block,NoCharger,70,0.0,Any
101101,Public,Block,NoCharger,23,0.0,Any
101101,Public,Block,NoCharger,25,0.0,Any
101101,Residential,Block,NoCharger,373,0.0,Any
100412,Public,Block,NoCharger,26,0.0,Any
100412,Residential,Block,NoCharger,219,0.0,Any
100532,Residential,Block,NoCharger,231,0.0,Any
100424,Public,Block,NoCharger,77,0.0,Any
100424,Residential,Block,NoCharger,294,0.0,Any
101182,Residential,Block,NoCharger,384,0.0,Any
100863,Public,Block,NoCharger,63,0.0,Any
100863,Public,Block,NoCharger,127,0.0,Any
100863,Residential,Block,NoCharger,221,0.0,Any
100124,Public,Block,NoCharger,72,225.0,Any
100124,Public,Block,NoCharger,47,82.0,Any
100124,Public,Block,NoCharger,15,0.0,Any
100124,Residential,Block,NoCharger,146,0.0,Any
100124,Workplace,Block,NoCharger,20,0.0,Any
100603,Residential,Block,NoCharger,680,0.0,Any
100445,Residential,Block,NoCharger,420,0.0,Any
100601,Residential,Block,NoCharger,283,0.0,Any
100414,Residential,Block,NoCharger,302,0.0,Any
201433,Public,Block,NoCharger,1000000,0.0,Any
201433,Residential,Block,NoCharger,126,0.0,Any
201433,Workplace,Block,NoCharger,1000000,0.0,Any
100062,Public,Block,NoCharger,118,277.92566,Any
100062,Public,Block,NoCharger,532,90.6058,Any
100062,Residential,Block,NoCharger,553,0.0,Any
100062,Workplace,Block,NoCharger,127,0.0,Any
100064,Public,Block,NoCharger,57,277.92566,Any
100064,Public,Block,NoCharger,43,0.0,Any
100064,Residential,Block,NoCharger,347,0.0,Any
100064,Workplace,Block,NoCharger,40,0.0,Any
100604,Public,Block,NoCharger,30,202.2475,Any
100604,Public,Block,NoCharger,14,0.0,Any
100604,Residential,Block,NoCharger,607,0.0,Any
100612,Public,Block,NoCharger,297,123.0,Any
100612,Public,Block,NoCharger,43,95.0,Any
100612,Public,Block,NoCharger,15,0.0,Any
100612,Residential,Block,NoCharger,419,0.0,Any
100484,Residential,Block,NoCharger,187,0.0,Any
100791,Public,Block,NoCharger,617,136.02635,Any
100791,Public,Block,NoCharger,1276,68.01318,Any
100791,Public,Block,NoCharger,292,0.0,Any
100791,Residential,Block,NoCharger,1256,0.0,Any
100791,Workplace,Block,NoCharger,260,0.0,Any
100063,Public,Block,NoCharger,92,277.92566,Any
100063,Public,Block,NoCharger,110,90.6058,Any
100063,Public,Block,NoCharger,85,0.0,Any
100063,Residential,Block,NoCharger,515,0.0,Any
201474,Public,Block,NoCharger,1000000,0.0,Any
201474,Residential,Block,NoCharger,650,0.0,Any
201474,Workplace,Block,NoCharger,1000000,0.0,Any
100583,Public,Block,NoCharger,35,0.0,Any
100583,Residential,Block,NoCharger,216,0.0,Any
100542,Public,Block,NoCharger,240,0.0,Any
100542,Residential,Block,NoCharger,250,0.0,Any
201394,Public,Block,NoCharger,1000000,0.0,Any
201394,Residential,Block,NoCharger,667,0.0,Any
