taz,parkingType,pricingModel,chargingType,numStalls,feeInCents,ReservedFor
201394,Workplace,Block,NoCharger,1000000,0.0,Any
100121,Public,Block,NoCharger,29,225.0,Any
100121,Residential,Block,NoCharger,147,0.0,Any
100065,Public,Block,NoCharger,46,277.92566,Any
100065,Public,Block,NoCharger,195,90.6058,Any
100065,Public,Block,NoCharger,200,0.0,Any
100065,Residential,Block,NoCharger,347,0.0,Any
100065,Workplace,Block,NoCharger,134,0.0,Any
100613,Public,Block,NoCharger,57,123.0,Any
100613,Residential,Block,NoCharger,296,0.0,Any
100613,Workplace,Block,NoCharger,20,0.0,Any
100053,Public,Block,NoCharger,177,299.21539,Any
100053,Public,Block,NoCharger,808,181.05391,Any
100053,Residential,Block,NoCharger,492,0.0,Any
100053,Workplace,Block,NoCharger,40,0.0,Any
100546,Public,Block,NoCharger,770,0.0,Any
100546,Residential,Block,NoCharger,431,0.0,Any
100546,Workplace,Block,NoCharger,218,0.0,Any
100462,Residential,Block,NoCharger,393,0.0,Any
100421,Residential,Block,NoCharger,711,0.0,Any
201501,Public,Block,NoCharger,1000000,0.0,Any
201501,Residential,Block,NoCharger,559,0.0,Any
201501,Workplace,Block,NoCharger,1000000,0.0,Any
100584,Public,Block,NoCharger,29,0.0,Any
100584,Residential,Block,NoCharger,488,0.0,Any
201461,Public,Block,NoCharger,1000000,0.0,Any
201461,Residential,Block,NoCharger,594,0.0,Any
201461,Workplace,Block,NoCharger,1000000,0.0,Any
100446,Public,Block,NoCharger,57,0.0,Any
100446,Public,Block,NoCharger,39,0.0,Any
100446,Residential,Block,NoCharger,423,0.0,Any
201451,Public,Block,NoCharger,1000000,0.0,Any
201451,Residential,Block,NoCharger,700,0.0,Any
201451,Workplace,Block,NoCharger,1000000,0.0,Any
100611,Public,Block,NoCharger,270,123.0,Any
100611,Public,Block,NoCharger,746,95.0,Any
100611,Residential,Block,NoCharger,565,0.0,Any
100611,Workplace,Block,NoCharger,322,0.0,Any
100595,Public,Block,NoCharger,120,0.0,Any
100595,Residential,Block,NoCharger,266,0.0,Any
100425,Public,Block,NoCharger,49,0.0,Any
100425,Public,Block,NoCharger,22,0.0,Any
100425,Residential,Block,NoCharger,501,0.0,Any
100122,Public,Block,NoCharger,49,225.0,Any
100122,Public,Block,NoCharger,128,82.0,Any
100122,Residential,Block,NoCharger,146,0.0,Any
100122,Workplace,Block,NoCharger,18,0.0,Any
201463,Public,Block,NoCharger,1000000,0.0,Any
201463,Residential,Block,NoCharger,419,0.0,Any
201463,Workplace,Block,NoCharger,1000000,0.0,Any
100598,Public,Block,NoCharger,11,384.05374,Any
100598,Public,Block,NoCharger,31,0.0,Any
100598,Residential,Block,NoCharger,288,0.0,Any
201441,Public,Block,NoCharger,1000000,0.0,Any
201441,Residential,Block,NoCharger,306,0.0,Any
201441,Workplace,Block,NoCharger,1000000,0.0,Any
100631,Residential,Block,NoCharger,351,0.0,Any
100751,Public,Block,NoCharger,103,68.0,Any
100751,Public,Block,NoCharger,58,0.0,Any
100751,Residential,Block,NoCharger,409,0.0,Any
100751,Workplace,Block,NoCharger,20,0.0,Any
201392,Public,Block,NoCharger,1000000,0.0,Any
201392,Residential,Block,NoCharger,717,0.0,Any
201392,Workplace,Block,NoCharger,1000000,0.0,Any
100401,Public,Block,NoCharger,830,0.0,Any
100401,Residential,Block,NoCharger,14,0.0,Any
100401,Workplace,Block,NoCharger,40,0.0,Any
201391,Public,Block,NoCharger,1000000,0.0,Any
201391,Residential,Block,NoCharger,415,0.0,Any
201391,Workplace,Block,NoCharger,1000000,0.0,Any
100628,Public,Block,NoCharger,27,68.0,Any
100628,Public,Block,NoCharger,80,0.0,Any
100628,Residential,Block,NoCharger,501,0.0,Any
100628,Workplace,Block,NoCharger,289,0.0,Any
100632,Public,Block,NoCharger,73,0.0,Any
100632,Public,Block,NoCharger,55,0.0,Any
100632,Residential,Block,NoCharger,365,0.0,Any
10062A,Public,Block,NoCharger,68,68.0,Any
10062A,Residential,Block,NoCharger,424,0.0,Any
100422,Residential,Block,NoCharger,347,0.0,Any
100443,Residential,Block,NoCharger,389,0.0,Any
100629,Residential,Block,NoCharger,399,0.0,Any
201421,Public,Block,NoCharger,1000000,0.0,Any
201421,Residential,Block,NoCharger,1720,0.0,Any
201421,Workplace,Block,NoCharger,1000000,0.0,Any
100624,Public,Block,NoCharger,28,105.44493999999999,Any
100624,Residential,Block,NoCharger,250,0.0,Any
100624,Workplace,Block,NoCharger,14,0.0,Any
100403,Residential,Block,NoCharger,1,0.0,Any
100621,Public,Block,NoCharger,1,105.44493999999999,Any
100621,Residential,Block,NoCharger,254,0.0,Any
201445,Public,Block,NoCharger,1000000,0.0,Any
201445,Residential,Block,NoCharger,1078,0.0,Any
201445,Workplace,Block,NoCharger,1000000,0.0,Any
201494,Public,Block,NoCharger,1000000,0.0,Any
201494,Residential,Block,NoCharger,570,0.0,Any
201494,Workplace,Block,NoCharger,1000000,0.0,Any
100413,Residential,Block,NoCharger,252,0.0,Any
100626,Public,Block,NoCharger,50,68.0,Any
100626,Residential,Block,NoCharger,263,0.0,Any
100554,Public,Block,NoCharger,435,0.0,Any
100554,Public,Block,NoCharger,111,0.0,Any
100554,Residential,Block,NoCharger,325,0.0,Any
201495,Public,Block,NoCharger,1000000,0.0,Any
201495,Residential,Block,NoCharger,507,0.0,Any
201495,Workplace,Block,NoCharger,1000000,0.0,Any
100761,Public,Block,NoCharger,293,104.62646,Any
100761,Public,Block,NoCharger,506,73.85396999999999,Any
100761,Public,Block,NoCharger,154,0.0,Any
100761,Residential,Block,NoCharger,877,0.0,Any
100761,Workplace,Block,NoCharger,118,0.0,Any
201431,Public,Block,NoCharger,1000000,0.0,Any
201431,Residential,Block,NoCharger,945,0.0,Any
201431,Workplace,Block,NoCharger,1000000,0.0,Any
100627,Public,Block,NoCharger,18,68.0,Any
100627,Public,Block,NoCharger,14,0.0,Any
100627,Residential,Block,NoCharger,297,0.0,Any
100402,Public,Block,NoCharger,43,0.0,Any
100402,Public,Block,NoCharger,1124,0.0,Any
100402,Public,Block,NoCharger,70,0.0,Any
100402,Residential,Block,NoCharger,11,0.0,Any
100402,Workplace,Block,NoCharger,210,0.0,Any
201482,Public,Block,NoCharger,1000000,0.0,Any
201482,Residential,Block,NoCharger,195,0.0,Any
201482,Workplace,Block,NoCharger,1000000,0.0,Any
201452,Public,Block,NoCharger,1000000,0.0,Any
201452,Residential,Block,NoCharger,1020,0.0,Any
201452,Workplace,Block,NoCharger,1000000,0.0,Any
100464,Residential,Block,NoCharger,368,0.0,Any
201475,Public,Block,NoCharger,1000000,0.0,Any
201475,Residential,Block,NoCharger,35,0.0,Any
201475,Workplace,Block,NoCharger,1000000,0.0,Any
100125,Public,Block,NoCharger,102,225.0,Any
100125,Public,Block,NoCharger,56,0.0,Any
100125,Residential,Block,NoCharger,265,0.0,Any
100125,Workplace,Block,NoCharger,27,0.0,Any
201483,Public,Block,NoCharger,1000000,0.0,Any
201483,Residential,Block,NoCharger,227,0.0,Any
201483,Workplace,Block,NoCharger,1000000,0.0,Any
201473,Public,Block,NoCharger,1000000,0.0,Any
201473,Residential,Block,NoCharger,191,0.0,Any
201473,Workplace,Block,NoCharger,1000000,0.0,Any
100066,Public,Block,NoCharger,144,277.92566,Any
100066,Public,Block,NoCharger,50,90.6058,Any
100066,Residential,Block,NoCharger,556,0.0,Any
100066,Workplace,Block,NoCharger,98,0.0,Any
100126,Public,Block,NoCharger,178,225.0,Any
100126,Public,Block,NoCharger,19,0.0,Any
100126,Residential,Block,NoCharger,270,0.0,Any
100444,Residential,Block,NoCharger,417,0.0,Any
100625,Public,Block,NoCharger,64,68.0,Any
100625,Public,Block,NoCharger,164,48.0,Any
100625,Public,Block,NoCharger,10,0.0,Any
100625,Residential,Block,NoCharger,175,0.0,Any
100131,Public,Block,NoCharger,239,225.01944,Any
100131,Public,Block,NoCharger,957,82.00709,Any
100131,Public,Block,NoCharger,458,0.0,Any
100131,Residential,Block,NoCharger,207,0.0,Any
100131,Workplace,Block,NoCharger,14,0.0,Any
100423,Public,Block,NoCharger,8,0.0,Any
100423,Residential,Block,NoCharger,297,0.0,Any
100553,Residential,Block,NoCharger,325,0.0,Any
100774,Public,Block,NoCharger,216,68.0,Any
100774,Public,Block,NoCharger,915,48.0,Any
100774,Public,Block,NoCharger,72,0.0,Any
100774,Residential,Block,NoCharger,104,0.0,Any
100774,Workplace,Block,NoCharger,239,0.0,Any
201402,Public,Block,NoCharger,1000000,0.0,Any
201402,Residential,Block,NoCharger,986,0.0,Any
201402,Workplace,Block,NoCharger,1000000,0.0,Any
100552,Residential,Block,NoCharger,315,0.0,Any
100552,Workplace,Block,NoCharger,121,0.0,Any
201503,Public,Block,NoCharger,1000000,0.0,Any
201503,Residential,Block,NoCharger,76,0.0,Any
201503,Workplace,Block,NoCharger,1000000,0.0,Any
201444,Public,Block,NoCharger,1000000,0.0,Any
201444,Residential,Block,NoCharger,999,0.0,Any
201444,Workplace,Block,NoCharger,1000000,0.0,Any
100661,Public,Block,NoCharger,35,0.0,Any
100661,Public,Block,NoCharger,210,0.0,Any
100661,Residential,Block,NoCharger,354,0.0,Any
201434,Public,Block,NoCharger,1000000,0.0,Any
201434,Residential,Block,NoCharger,1105,0.0,Any
201434,Workplace,Block,NoCharger,1000000,0.0,Any
100764,Public,Block,NoCharger,216,104.62646,Any
100764,Public,Block,NoCharger,98,73.85396999999999,Any
100764,Public,Block,NoCharger,38,0.0,Any
100764,Residential,Block,NoCharger,360,0.0,Any
100764,Workplace,Block,NoCharger,9,0.0,Any
201432,Public,Block,NoCharger,1000000,0.0,Any
201432,Residential,Block,NoCharger,757,0.0,Any
201432,Workplace,Block,NoCharger,1000000,0.0,Any
100754,Public,Block,NoCharger,91,68.0,Any
100754,Public,Block,NoCharger,51,0.0,Any
100754,Residential,Block,NoCharger,738,0.0,Any
100754,Workplace,Block,NoCharger,12,0.0,Any
201442,Public,Block,NoCharger,1000000,0.0,Any
201442,Residential,Block,NoCharger,567,0.0,Any
201442,Workplace,Block,NoCharger,1000000,0.0,Any
100645,Public,Block,NoCharger,39,0.0,Any
100645,Public,Block,NoCharger,13,0.0,Any
100645,Residential,Block,NoCharger,386,0.0,Any
101141,Public,Block,NoCharger,255,0.0,Any
101141,Public,Block,NoCharger,24,0.0,Any
101141,Public,Block,NoCharger,50,0.0,Any
101141,Residential,Block,NoCharger,420,0.0,Any
101141,Workplace,Block,NoCharger,12,0.0,Any
201443,Public,Block,NoCharger,1000000,0.0,Any
201443,Residential,Block,NoCharger,527,0.0,Any
201443,Workplace,Block,NoCharger,1000000,0.0,Any
101136,Public,Block,NoCharger,61,0.0,Any
101136,Public,Block,NoCharger,124,0.0,Any
101136,Residential,Block,NoCharger,396,0.0,Any
201462,Public,Block,NoCharger,1000000,0.0,Any
201462,Residential,Block,NoCharger,220,0.0,Any
201462,Workplace,Block,NoCharger,1000000,0.0,Any
101131,Public,Block,NoCharger,117,0.0,Any
101131,Public,Block,NoCharger,30,0.0,Any
101131,Public,Block,NoCharger,9,0.0,Any
101131,Residential,Block,NoCharger,429,0.0,Any
100663,Public,Block,NoCharger,1,0.0,Any
100663,Public,Block,NoCharger,14,0.0,Any
100663,Residential,Block,NoCharger,204,0.0,Any
100663,Workplace,Block,NoCharger,7,0.0,Any
100662,Public,Block,NoCharger,65,0.0,Any
100662,Public,Block,NoCharger,990,0.0,Any
100662,Residential,Block,NoCharger,329,0.0,Any
201481,Public,Block,NoCharger,1000000,0.0,Any
201481,Residential,Block,NoCharger,442,0.0,Any
201481,Workplace,Block,NoCharger,1000000,0.0,Any
201401,Public,Block,NoCharger,1000000,0.0,Any
201401,Residential,Block,NoCharger,1276,0.0,Any
201401,Workplace,Block,NoCharger,1000000,0.0,Any
100652,Public,Block,NoCharger,73,0.0,Any
100652,Residential,Block,NoCharger,939,0.0,Any
201472,Public,Block,NoCharger,1000000,0.0,Any
201472,Residential,Block,NoCharger,138,0.0,Any
201472,Workplace,Block,NoCharger,1000000,0.0,Any
100763,Public,Block,NoCharger,109,104.62646,Any
100763,Public,Block,NoCharger,40,73.85396999999999,Any
100763,Public,Block,NoCharger,97,0.0,Any
100763,Residential,Block,NoCharger,298,0.0,Any
100763,Workplace,Block,NoCharger,50,0.0,Any
100646,Residential,Block,NoCharger,406,0.0,Any
100811,Public,Block,NoCharger,166,0.0,Any
100811,Public,Block,NoCharger,400,0.0,Any
100811,Public,Block,NoCharger,136,0.0,Any
100811,Residential,Block,NoCharger,702,0.0,Any
100811,Workplace,Block,NoCharger,2332,0.0,Any
201554,Public,Block,NoCharger,1000000,0.0,Any
201554,Residential,Block,NoCharger,778,0.0,Any
201554,Workplace,Block,NoCharger,1000000,0.0,Any
100693,Public,Block,NoCharger,35,63.36966999999999,Any
100693,Public,Block,NoCharger,12,0.0,Any
100693,Public,Block,NoCharger,61,0.0,Any
100693,Residential,Block,NoCharger,448,0.0,Any
100693,Workplace,Block,NoCharger,7,0.0,Any
201403,Public,Block,NoCharger,1000000,0.0,Any
201403,Residential,Block,NoCharger,504,0.0,Any
201403,Workplace,Block,NoCharger,1000000,0.0,Any
100642,Residential,Block,NoCharger,327,0.0,Any
100781,Public,Block,NoCharger,14,0.0,Any
100781,Residential,Block,NoCharger,149,0.0,Any
10062C,Public,Block,NoCharger,53,100.38096,Any
10062C,Public,Block,NoCharger,32,70.85715,Any
10062C,Public,Block,NoCharger,249,0.0,Any
10062C,Residential,Block,NoCharger,401,0.0,Any
100641,Residential,Block,NoCharger,310,0.0,Any
100773,Public,Block,NoCharger,18,68.0,Any
100773,Public,Block,NoCharger,449,48.0,Any
100773,Public,Block,NoCharger,356,0.0,Any
100773,Residential,Block,NoCharger,144,0.0,Any
100773,Workplace,Block,NoCharger,263,0.0,Any
100771,Public,Block,NoCharger,100,68.0,Any
100771,Public,Block,NoCharger,100,48.0,Any
100771,Public,Block,NoCharger,440,0.0,Any
100771,Residential,Block,NoCharger,82,0.0,Any
100771,Workplace,Block,NoCharger,77,0.0,Any
100762,Public,Block,NoCharger,154,104.62646,Any
100762,Public,Block,NoCharger,104,73.85396999999999,Any
100762,Public,Block,NoCharger,28,0.0,Any
100762,Residential,Block,NoCharger,309,0.0,Any
100762,Workplace,Block,NoCharger,18,0.0,Any
201511,Public,Block,NoCharger,1000000,0.0,Any
201511,Residential,Block,NoCharger,191,0.0,Any
201511,Workplace,Block,NoCharger,1000000,0.0,Any
100651,Residential,Block,NoCharger,185,0.0,Any
100691,Public,Block,NoCharger,53,63.36966999999999,Any
100691,Residential,Block,NoCharger,299,0.0,Any
201502,Public,Block,NoCharger,1000000,0.0,Any
201502,Residential,Block,NoCharger,217,0.0,Any
201502,Workplace,Block,NoCharger,1000000,0.0,Any
100752,Public,Block,NoCharger,38,68.0,Any
100752,Residential,Block,NoCharger,648,0.0,Any
201553,Public,Block,NoCharger,1000000,0.0,Any
201553,Residential,Block,NoCharger,1779,0.0,Any
201553,Workplace,Block,NoCharger,1000000,0.0,Any
10062D,Public,Block,NoCharger,108,100.38096,Any
10062D,Public,Block,NoCharger,239,70.85715,Any
10062D,Public,Block,NoCharger,119,0.0,Any
10062D,Residential,Block,NoCharger,603,0.0,Any
100623,Residential,Block,NoCharger,610,0.0,Any
100634,Public,Block,NoCharger,100,0.0,Any
100634,Residential,Block,NoCharger,410,0.0,Any
201512,Public,Block,NoCharger,1000000,0.0,Any
201512,Residential,Block,NoCharger,118,0.0,Any
201512,Workplace,Block,NoCharger,1000000,0.0,Any
100782,Public,Block,NoCharger,284,0.0,Any
100782,Public,Block,NoCharger,2275,0.0,Any
100782,Public,Block,NoCharger,54,0.0,Any
100782,Residential,Block,NoCharger,798,0.0,Any
100782,Workplace,Block,NoCharger,76,0.0,Any
201493,Public,Block,NoCharger,1000000,0.0,Any
201493,Residential,Block,NoCharger,539,0.0,Any
201493,Workplace,Block,NoCharger,1000000,0.0,Any
100772,Public,Block,NoCharger,49,68.0,Any
100772,Public,Block,NoCharger,195,48.0,Any
100772,Public,Block,NoCharger,1200,0.0,Any
100772,Residential,Block,NoCharger,161,0.0,Any
100772,Workplace,Block,NoCharger,765,0.0,Any
201435,Public,Block,NoCharger,1000000,0.0,Any
201435,Residential,Block,NoCharger,588,0.0,Any
201435,Workplace,Block,NoCharger,1000000,0.0,Any
100622,Residential,Block,NoCharger,159,0.0,Any
10062B,Residential,Block,NoCharger,310,0.0,Any
10062B,Workplace,Block,NoCharger,15,0.0,Any
100633,Public,Block,NoCharger,94,0.0,Any
100633,Public,Block,NoCharger,17,0.0,Any
100633,Public,Block,NoCharger,90,0.0,Any
100633,Residential,Block,NoCharger,368,0.0,Any
100633,Workplace,Block,NoCharger,17,0.0,Any
201541,Public,Block,NoCharger,1000000,0.0,Any
201541,Residential,Block,NoCharger,1910,0.0,Any
201541,Workplace,Block,NoCharger,1000000,0.0,Any
101134,Residential,Block,NoCharger,395,0.0,Any
100675,Residential,Block,NoCharger,442,0.0,Any
100742,Public,Block,NoCharger,194,68.0,Any
100742,Public,Block,NoCharger,87,0.0,Any
100742,Public,Block,NoCharger,122,0.0,Any
100742,Residential,Block,NoCharger,490,0.0,Any
100742,Workplace,Block,NoCharger,14,0.0,Any
100671,Residential,Block,NoCharger,361,0.0,Any
101172,Public,Block,NoCharger,16,0.0,Any
101172,Residential,Block,NoCharger,417,0.0,Any
101133,Residential,Block,NoCharger,427,0.0,Any
101153,Residential,Block,NoCharger,299,0.0,Any
201491,Public,Block,NoCharger,1000000,0.0,Any
201491,Residential,Block,NoCharger,207,0.0,Any
201491,Workplace,Block,NoCharger,1000000,0.0,Any
100825,Residential,Block,NoCharger,410,0.0,Any
100676,Residential,Block,NoCharger,211,0.0,Any
101143,Public,Block,NoCharger,11,0.0,Any
101143,Residential,Block,NoCharger,422,0.0,Any
101152,Residential,Block,NoCharger,318,0.0,Any
100822,Public,Block,NoCharger,22,0.0,Any
100822,Residential,Block,NoCharger,353,0.0,Any
100822,Workplace,Block,NoCharger,6,0.0,Any
201492,Public,Block,NoCharger,1000000,0.0,Any
201492,Residential,Block,NoCharger,393,0.0,Any
201492,Workplace,Block,NoCharger,1000000,0.0,Any
100697,Residential,Block,NoCharger,611,0.0,Any
101142,Public,Block,NoCharger,59,0.0,Any
101142,Residential,Block,NoCharger,418,0.0,Any
100731,Public,Block,NoCharger,16,80.41871,Any
100731,Residential,Block,NoCharger,632,0.0,Any
100731,Workplace,Block,NoCharger,44,0.0,Any
101162,Public,Block,NoCharger,12,0.0,Any
101162,Residential,Block,NoCharger,341,0.0,Any
100694,Public,Block,NoCharger,105,61.0,Any
100694,Public,Block,NoCharger,28,0.0,Any
100694,Residential,Block,NoCharger,207,0.0,Any
10069A,Public,Block,NoCharger,35,61.0,Any
10069A,Public,Block,NoCharger,20,0.0,Any
10069A,Residential,Block,NoCharger,402,0.0,Any
101132,Public,Block,NoCharger,124,0.0,Any
101132,Public,Block,NoCharger,41,0.0,Any
101132,Residential,Block,NoCharger,430,0.0,Any
100644,Residential,Block,NoCharger,300,0.0,Any
100813,Public,Block,NoCharger,180,0.0,Any
100813,Residential,Block,NoCharger,104,0.0,Any
100813,Workplace,Block,NoCharger,85,0.0,Any
101171,Public,Block,NoCharger,20,0.0,Any
101171,Residential,Block,NoCharger,428,0.0,Any
100664,Public,Block,NoCharger,10,0.0,Any
100664,Public,Block,NoCharger,36,0.0,Any
100664,Residential,Block,NoCharger,152,0.0,Any
100835,Public,Block,NoCharger,13,0.0,Any
100835,Public,Block,NoCharger,100,0.0,Any
100835,Public,Block,NoCharger,20,0.0,Any
100835,Residential,Block,NoCharger,342,0.0,Any
100835,Workplace,Block,NoCharger,192,0.0,Any
201522,Public,Block,NoCharger,1000000,0.0,Any
201522,Residential,Block,NoCharger,148,0.0,Any
201522,Workplace,Block,NoCharger,1000000,0.0,Any
100741,Public,Block,NoCharger,138,68.0,Any
100741,Public,Block,NoCharger,17,0.0,Any
100741,Residential,Block,NoCharger,328,0.0,Any
101135,Public,Block,NoCharger,11,0.0,Any
101135,Residential,Block,NoCharger,402,0.0,Any
101135,Workplace,Block,NoCharger,22,0.0,Any
100836,Public,Block,NoCharger,26,0.0,Any
100836,Residential,Block,NoCharger,265,0.0,Any
100836,Workplace,Block,NoCharger,661,0.0,Any
201524,Public,Block,NoCharger,1000000,0.0,Any
201524,Residential,Block,NoCharger,176,0.0,Any
201524,Workplace,Block,NoCharger,1000000,0.0,Any
101178,Public,Block,NoCharger,18,0.0,Any
101178,Residential,Block,NoCharger,769,0.0,Any
100826,Public,Block,NoCharger,155,0.0,Any
100826,Residential,Block,NoCharger,459,0.0,Any
100826,Workplace,Block,NoCharger,67,0.0,Any
101151,Residential,Block,NoCharger,324,0.0,Any
101146,Public,Block,NoCharger,31,0.0,Any
101146,Public,Block,NoCharger,18,0.0,Any
101146,Residential,Block,NoCharger,635,0.0,Any
101146,Workplace,Block,NoCharger,15,0.0,Any
100643,Residential,Block,NoCharger,399,0.0,Any
201551,Public,Block,NoCharger,1000000,0.0,Any
201551,Residential,Block,NoCharger,1051,0.0,Any
201551,Workplace,Block,NoCharger,1000000,0.0,Any
100653,Residential,Block,NoCharger,325,0.0,Any
100821,Public,Block,NoCharger,60,0.0,Any
100821,Residential,Block,NoCharger,347,0.0,Any
101161,Residential,Block,NoCharger,370,0.0,Any
100665,Public,Block,NoCharger,34,0.0,Any
100665,Public,Block,NoCharger,165,0.0,Any
100665,Residential,Block,NoCharger,899,0.0,Any
100665,Workplace,Block,NoCharger,155,0.0,Any
